productID,name,brand,price,color,size,quantity,description,category,createdAt,updatedAt
1567,Vagram,"Mills, Kreiger and Brekke",350.13,Fuscia,XS,228,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Grooming Supplies,2021-06-02 19:27:02,2021-07-13 17:15:04
1568,Gembucket,"Casper, Blick and Sawayn",280.87,Turquoise,M,245,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Odor Control,2021-02-27 10:32:01,2021-10-20 09:42:53
1569,Matsoft,Swift Inc,137.22,Pink,XS,290,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Grooming Supplies,2020-12-06 15:26:55,2021-08-15 02:18:24
1570,Bytecard,Tromp-Batz,233.96,Aquamarine,M,148,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Toys,2021-06-27 11:34:41,2021-11-01 00:29:22
1571,Keylex,Bins and Sons,86.42,Khaki,L,292,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Grooming Supplies,2021-05-10 08:40:14,2021-08-18 08:09:30
1572,Otcom,"Koepp, Boehm and Cormier",43.27,Purple,3XL,250,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",Apparel,2020-11-17 00:36:20,2021-08-03 04:05:15
1573,Viva,Hermiston-Osinski,268.51,Pink,XS,227,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Treats and Chews,2021-02-26 17:28:06,2021-08-27 12:00:24
1574,Y-Solowarm,Toy-Reilly,93.05,Mauv,L,293,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Toys,2020-11-29 16:15:57,2021-10-04 02:21:26
1575,Bitchip,Osinski LLC,218.72,Violet,XS,183,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Food,2021-04-10 12:08:05,2021-09-25 05:49:50
1576,Zontrax,Koelpin Inc,51.37,Indigo,S,101,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Grooming Supplies,2021-02-26 08:26:54,2021-10-20 21:12:08
1577,Y-find,Harber-McGlynn,70.16,Teal,XL,280,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Vitamins and Supplements,2020-11-12 21:29:18,2021-09-30 10:30:06
1578,Mat Lam Tam,Cormier-Shields,184.1,Maroon,M,131,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Accessories,2021-04-20 13:50:50,2021-09-30 06:19:40
1579,Lotstring,Ferry and Sons,296.92,Red,S,264,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Vitamins and Supplements,2021-05-17 13:00:20,2021-10-31 08:27:26
1580,Lotlux,"Marks, Harber and Abshire",224.02,Turquoise,M,128,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Treats and Chews,2021-01-05 14:41:44,2021-10-10 17:57:09
1581,Bitchip,"Pouros, Cremin and Wintheiser",34.76,Red,XL,231,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Treats and Chews,2021-05-07 05:01:35,2021-10-10 06:22:55
1582,Solarbreeze,Lubowitz and Sons,30.99,Teal,L,290,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,Apparel,2020-12-12 08:25:11,2021-09-03 19:48:40
1583,Cookley,Collier-Kris,208.12,Red,XL,201,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Grooming Supplies,2021-03-19 12:31:34,2021-09-12 08:13:27
1584,Home Ing,"Sawayn, Von and Ebert",355.3,Khaki,2XL,223,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Accessories,2021-06-30 02:24:13,2021-11-01 15:54:38
1585,Zaam-Dox,Willms-Haley,212.19,Maroon,M,207,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Accessories,2021-03-10 00:34:00,2021-09-03 09:52:18
1586,Ventosanzap,Bayer and Sons,167.4,Indigo,2XL,244,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Accessories,2021-01-20 05:06:14,2021-10-02 20:34:57
1587,Stringtough,"Robel, Herzog and Gleichner",193.15,Orange,L,266,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Treats and Chews,2021-01-09 17:03:15,2021-08-31 02:16:06
1588,Asoka,Fahey-Predovic,156.81,Indigo,XS,264,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Accessories,2021-05-23 14:31:15,2021-09-30 07:41:04
1589,Daltfresh,"Roberts, Herman and McCullough",158.28,Fuscia,2XL,145,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Vitamins and Supplements,2021-04-20 03:44:22,2021-07-28 22:28:13
1590,Span,"Veum, Lockman and Nolan",12.36,Orange,S,220,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Treats and Chews,2020-11-23 08:43:39,2021-08-03 16:25:54
1591,Bigtax,Gerhold-Will,33.3,Aquamarine,L,267,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Food,2021-06-29 15:44:39,2021-08-13 11:31:20
1592,Stim,Breitenberg-Kuhlman,54.14,Teal,XL,250,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Grooming Supplies,2021-03-14 03:52:50,2021-07-13 19:21:47
1593,Otcom,Heidenreich-Lesch,366.18,Maroon,L,116,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Accessories,2021-06-11 11:20:58,2021-09-15 14:51:25
1594,Biodex,"Wisozk, Wunsch and Schinner",115.4,Yellow,S,259,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Food,2021-02-02 10:26:07,2021-11-02 17:28:29
1595,Alphazap,"Dickinson, Lesch and Rowe",122.99,Orange,XL,192,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Odor Control,2021-02-24 21:21:23,2021-10-02 07:41:32
1596,Matsoft,Harber Group,80.97,Goldenrod,L,137,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Accessories,2020-12-11 14:59:50,2021-10-22 02:28:11
1597,Wrapsafe,Schulist-Kohler,167.88,Maroon,XL,220,In congue. Etiam justo. Etiam pretium iaculis justo.,Toys,2021-02-21 16:21:00,2021-10-01 22:27:30
1598,Vagram,Veum-Ziemann,297.21,Teal,M,288,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",Accessories,2021-03-22 01:34:26,2021-08-17 18:08:32
1599,Asoka,Funk LLC,299.74,Yellow,XL,107,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Grooming Supplies,2021-04-20 11:50:45,2021-10-31 03:24:28
1600,Home Ing,"O'Hara, Howe and Beier",170.9,Indigo,XS,264,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Apparel,2021-06-04 21:14:57,2021-09-09 22:29:27
1601,Veribet,"Larkin, Schulist and Purdy",334.81,Red,S,211,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",Odor Control,2021-06-08 14:39:40,2021-08-29 13:20:54
1602,Regrant,"Klocko, Lind and Gleason",230.95,Turquoise,XL,182,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Grooming Supplies,2021-02-17 20:15:53,2021-10-25 16:00:33
1603,Ventosanzap,Tromp LLC,284.75,Red,S,244,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Food,2021-05-14 13:11:20,2021-10-04 12:36:13
1604,Alpha,Konopelski and Sons,362.62,Violet,L,143,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Accessories,2021-01-25 18:58:31,2021-09-13 23:31:53
1605,Transcof,Block-Wiegand,24.29,Maroon,3XL,178,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Grooming Supplies,2021-01-14 07:34:30,2021-08-11 16:36:31
1606,Bigtax,"Hilpert, Wyman and Casper",302.2,Violet,2XL,214,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Odor Control,2020-12-03 03:10:52,2021-07-19 00:04:04
1607,Prodder,Trantow Inc,319.92,Mauv,XS,151,In congue. Etiam justo. Etiam pretium iaculis justo.,Accessories,2021-06-22 12:50:44,2021-08-10 20:23:43
1608,Home Ing,Davis and Sons,194.5,Khaki,XL,114,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Food,2021-04-15 03:11:29,2021-09-26 03:26:04
1609,Stronghold,"Koch, Greenfelder and Fahey",231.02,Blue,XL,205,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",Apparel,2020-11-22 18:57:59,2021-10-23 08:33:45
