productID,name,brand,price,color,size,quantity,description,category,createdAt,updatedAt
1014,"HOMOSALATE, OCTINOXATE, OCTISALATE, OXYBENZONE",Thoughtbridge,163.79,Teal,M,59,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Drugs,2021-01-08 13:37:03,2021-08-18 06:06:36
1015,FUSARIUM VASINFECTUM,Twinder,162.58,Pink,L,161,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Drugs,2020-12-09 23:55:56,2021-09-14 14:21:04
1016,Indian Wormwood Sage,Babbleset,14.95,Yellow,S,182,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Drugs,2020-11-28 19:31:01,2021-10-22 06:29:55
1017,Acetaminophen,Eimbee,115.11,Yellow,M,148,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Drugs,2020-12-02 21:29:06,2021-08-06 07:16:40
1018,IBUPROFEN,Tanoodle,79.39,Purple,XL,143,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Drugs,2021-01-04 19:19:30,2021-10-18 23:30:33
1019,Antiperspirant and Deodorant,Kwimbee,56.64,Turquoise,M,275,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,Drugs,2021-01-21 14:56:26,2021-07-22 03:12:12
1020,"Acetaminophen, Chlorpheniramine maleate, Dextromethorphan HBr, Phenylephrine HCl",Realmix,178.03,Crimson,S,66,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drugs,2021-02-28 02:35:37,2021-09-22 04:50:15
1021,Oxygen,Voomm,75.13,Pink,2XL,280,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Drugs,2021-01-28 11:21:58,2021-07-12 15:18:57
1022,Methotrexate Sodium,Wikizz,230.68,Aquamarine,M,58,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Drugs,2020-12-01 01:29:54,2021-10-21 13:31:52
1023,"Calcarea phosphorica, Coffea cruda, Chamomilla",Voolith,287.54,Pink,L,118,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Drugs,2020-12-26 19:07:41,2021-03-13 14:53:00
1024,"Potassium Phosphate, Monobasic and Sodium Phosphate, Monobasic, Anhydrous",Bluezoom,298.96,Goldenrod,3XL,137,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Drugs,2021-01-16 22:57:38,2021-06-07 00:53:08
1025,"OCTINOXATE, TITANIUM DIOXIDE, and ZINC OXIDE",Zava,54.85,Mauv,XS,195,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Drugs,2021-02-23 06:23:14,2021-05-28 02:01:20
1026,Risperidone,Quaxo,81.24,Mauv,M,264,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Drugs,2020-11-10 23:04:49,2021-06-06 12:38:15
1027,"acetaminophen, dextromethorphan hydrobromide, Guaifenesin, phenylephrine hydrochloride",Voomm,25.44,Crimson,M,217,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drugs,2020-12-19 03:49:41,2021-04-21 22:41:26
1028,metoprolol tartrate,Twitterworks,150.04,Mauv,XL,134,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Drugs,2021-01-04 14:36:07,2021-10-12 10:20:25
1029,Hydrocortisone,Quatz,203.97,Violet,L,71,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",Drugs,2020-12-26 16:49:44,2021-05-12 22:26:20
1030,"LIDOCAINE, MENTHOL",Thoughtbeat,22.75,Mauv,2XL,138,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Drugs,2020-11-19 19:23:34,2021-10-10 02:18:00
1031,olanzapine and fuoxetine,Youfeed,121.03,Violet,3XL,211,In congue. Etiam justo. Etiam pretium iaculis justo.,Drugs,2021-01-13 08:32:06,2021-07-25 13:06:31
1032,"OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE",Snaptags,257.99,Puce,XS,187,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Drugs,2020-12-09 02:39:03,2021-10-08 23:23:07
1033,"Octinoxate ,Meradimate",Flashpoint,256.68,Green,3XL,300,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Drugs,2021-01-19 16:34:37,2021-10-29 04:17:36
1034,DIPHENHYDRAMINE HYDROCHLORIDE,Wikizz,149.91,Aquamarine,M,193,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Drugs,2021-01-08 13:33:25,2021-03-27 06:26:34
1035,VIROLA SEBIFERA RESIN,Blogspan,260.67,Indigo,L,288,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drugs,2021-01-14 15:36:26,2021-08-14 05:30:43
1036,Atropine Sulfate,Demivee,77.34,Puce,L,217,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Drugs,2020-11-18 19:58:59,2021-04-26 15:01:13
1037,Trazodone Hydrochloride,Jabbercube,101.83,Green,2XL,261,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Drugs,2021-02-19 21:42:12,2021-07-18 07:51:35
1038,Aluminum Chlorohydrate,Realfire,26.64,Khaki,XS,117,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Drugs,2020-11-27 03:08:40,2021-05-25 20:52:36
1039,"Titanium Dioxide, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate",Lazzy,252.49,Mauv,3XL,165,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drugs,2020-11-09 16:04:21,2021-06-14 01:03:15
1040,Homeopathic Liquid,Tagfeed,252.74,Goldenrod,3XL,233,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",Drugs,2020-12-09 07:47:28,2021-06-19 23:51:00
1041,Aspirin,Tagopia,159.85,Goldenrod,XL,167,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Drugs,2020-12-24 19:29:51,2021-06-04 02:15:33
1042,Western Juniper,Jayo,180.48,Turquoise,S,251,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,Drugs,2021-02-28 17:12:35,2021-06-06 14:41:46
1043,Finasteride,Tagpad,80.1,Indigo,S,189,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Drugs,2020-12-16 11:21:27,2021-06-03 20:06:36
1044,Citrus Cydonia 7,Eazzy,54.09,Purple,S,221,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Drugs,2021-01-05 17:31:55,2021-09-15 18:12:13
1045,SODIUM CITRATE and CITRIC ACID MONOHYDRATE,Jabbersphere,74.02,Goldenrod,2XL,143,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Drugs,2021-02-15 19:42:05,2021-07-28 22:02:20
1046,Penicillin V Potassium,Rhybox,273.6,Puce,S,182,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Drugs,2020-11-30 21:56:14,2021-03-20 23:55:04
1047,Petrolatum,JumpXS,101.48,Mauv,L,141,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Drugs,2020-12-24 00:11:06,2021-03-06 20:25:35
1048,Fenofibrate,Brainlounge,26.34,Fuscia,XL,265,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Drugs,2020-11-12 13:37:24,2021-08-30 19:52:12
1049,triclosan,Photojam,60.75,Aquamarine,XL,191,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Drugs,2021-01-07 15:01:26,2021-08-30 18:59:00
1050,Phosphorus comp.,Dynava,121.95,Fuscia,L,257,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Drugs,2021-02-08 02:13:48,2021-09-28 14:57:55
1051,Acetaminophen,Youtags,227.93,Crimson,3XL,82,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Drugs,2020-12-01 08:41:24,2021-10-29 06:04:55
1052,Peppermint,Blogtag,102.37,Blue,3XL,282,Fusce consequat. Nulla nisl. Nunc nisl.,Drugs,2020-12-23 20:52:42,2021-09-23 15:12:49
1053,Benzoyl Peroxide,Jaxnation,130.42,Crimson,L,221,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Drugs,2021-02-09 19:54:37,2021-09-11 06:00:07
1054,Pramoxine Hydrochloride,Wordtune,154.53,Fuscia,XL,74,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",Drugs,2020-11-07 13:32:04,2021-06-25 12:59:03
1055,"Aralia racemosa, Blatta americana, Blatta orientalis, Chelidonium majus, Hydrastis canadensis, Linum usitatissimum, Phosphorus, Sulphur, Trifolium pratense",Tambee,151.1,Pink,3XL,228,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Drugs,2021-02-28 18:35:14,2021-05-30 22:29:02
1056,Desloratadine,Demimbu,156.05,Crimson,M,207,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,Drugs,2020-12-08 04:10:10,2021-06-01 10:18:10
1057,"LIDOCAINE HYDROCHLORIDE, ZINC CHLORIDE, ALCOHOL",Babbleblab,163.55,Crimson,3XL,298,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Drugs,2021-01-12 06:10:23,2021-08-30 23:13:05
1058,Benzalkonium Chloride,Pixope,146.31,Green,XS,256,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Drugs,2021-02-04 08:59:20,2021-06-20 12:50:14
1059,Natural Medicine,Youfeed,171.34,Goldenrod,M,71,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Drugs,2021-02-09 13:49:25,2021-09-27 05:17:52
1060,BENZALKONIUM CHLORIDE,Ntags,213.88,Yellow,M,144,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Drugs,2021-02-04 00:44:10,2021-05-31 06:12:40
1061,Salicylic Acid,Quatz,122.87,Indigo,S,263,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drugs,2021-01-29 23:32:21,2021-08-27 12:18:18
1062,Tacrolimus,Topicblab,90.97,Goldenrod,M,281,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Drugs,2021-01-16 21:11:32,2021-06-12 17:58:18
1063,Rabbit Hair,Zooxo,145.36,Mauv,3XL,65,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Drugs,2021-02-27 03:03:12,2021-04-01 20:11:25
1064,Azelastine Hydrochloride,Topicstorm,68.62,Turquoise,L,138,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",Drugs,2021-01-24 07:31:34,2021-03-12 00:02:57
1065,"OCTINOXATE, OCTISALATE, AVOBENZONE, OCTOCRYLENE",Jaxworks,52.83,Indigo,XS,86,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Drugs,2021-01-10 03:56:04,2021-05-07 12:40:02
1066,candida albicans,Quimm,169.41,Crimson,XS,181,Sed ante. Vivamus tortor. Duis mattis egestas metus.,Drugs,2020-12-14 09:26:02,2021-10-10 22:20:48
1067,Zinc Oxide,Bluezoom,149.48,Purple,XS,171,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",Drugs,2020-11-20 19:14:25,2021-07-23 14:48:31
1068,nitroglycerin,Feedfish,178.39,Fuscia,XL,246,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Drugs,2021-01-10 10:49:39,2021-09-12 18:19:00
1069,BACITRACIN,Youopia,77.04,Pink,XS,212,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Drugs,2020-12-02 16:44:34,2021-10-12 07:49:31
1070,White Pepper,Oyoyo,22.91,Indigo,M,116,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Drugs,2021-01-12 11:56:05,2021-05-10 22:04:26
1071,cinnamon,Meedoo,274.25,Puce,XS,123,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Drugs,2021-01-06 03:49:30,2021-10-13 14:44:47
1072,"OCTINOXATE, OCTOCRYLENE, OXYBENZONE, OCTISALATE, TITANIUM DIOXIDE, and ENSULIZOLE",Rooxo,289.61,Violet,XL,210,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,Drugs,2021-01-23 00:17:08,2021-07-22 16:13:08
1073,ropinirole,Teklist,204.22,Yellow,L,224,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Drugs,2021-01-29 16:12:22,2021-07-24 00:53:12
1074,Sumatriptan,Zoonoodle,100.77,Goldenrod,XS,90,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,Drugs,2020-12-10 05:19:34,2021-05-06 21:54:25
1075,Walnut California Black Pollen,Meembee,249.16,Orange,M,153,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Drugs,2021-02-23 17:55:12,2021-09-10 20:02:27
1076,Topiramate,Dablist,90.95,Red,XL,105,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Drugs,2021-01-05 13:20:43,2021-09-25 01:06:43
1077,Aluminum Chlorohydrate,Gabtype,230.95,Red,M,114,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Drugs,2021-01-27 15:45:14,2021-04-05 23:49:02
1078,"Aluminum Hydroxide, Magnesium Hydroxide, Simethicone",Devpulse,90.88,Crimson,L,279,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Drugs,2020-12-05 08:24:44,2021-08-09 23:00:27
1079,risperidone,Quatz,291.28,Pink,3XL,218,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Drugs,2021-01-22 06:42:37,2021-03-08 21:39:06
1080,Clobetasol Propionate,Brainverse,253.04,Fuscia,S,120,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Drugs,2021-01-30 13:23:42,2021-10-27 05:00:01
1081,Linden,Bluejam,48.55,Purple,S,139,Fusce consequat. Nulla nisl. Nunc nisl.,Drugs,2021-02-05 13:50:52,2021-10-02 16:53:30
1082,"Butalbital, Acetaminophen, Caffeine",Realcube,16.99,Puce,3XL,197,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Drugs,2020-11-21 08:23:37,2021-04-28 15:10:10
1083,tretinoin,Reallinks,62.09,Mauv,2XL,96,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,Drugs,2021-01-01 13:42:14,2021-04-17 08:49:23
1084,hydrocortisone butyrate,Innojam,295.29,Puce,XS,110,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Drugs,2020-12-16 10:24:54,2021-07-18 11:48:15
1085,amlodipine and benazepril hydrochloride,Zoomdog,277.68,Violet,L,261,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Drugs,2020-11-25 06:53:21,2021-08-09 03:10:55
1086,"OCTINOXATE, TITANIUM DIOXIDE, ENZACAMENE",Kimia,165.78,Puce,3XL,157,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Drugs,2020-11-10 12:54:44,2021-06-26 08:51:45
1087,"aluminum hydroxide, magnesium hydroxide, simethicone",Linktype,144.28,Fuscia,2XL,117,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Drugs,2021-01-12 01:20:46,2021-06-26 10:27:03
1088,Menthol,Abatz,239.96,Yellow,L,143,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Drugs,2020-11-09 13:03:40,2021-07-02 14:23:52
1089,Escitalopram Oxalate,Zoonoodle,125.96,Pink,3XL,143,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Drugs,2021-02-22 04:42:15,2021-06-12 23:32:39
1090,Diphenhydramine Hydrochloride and Zinc Acetate,Oyondu,223.85,Turquoise,2XL,99,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,Drugs,2021-01-28 11:44:19,2021-10-03 20:40:47
1091,carboplatin,Quatz,177.66,Orange,L,243,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Drugs,2020-11-12 11:23:33,2021-08-08 03:07:10
1092,HYDROQUINONE,Thoughtstorm,269.19,Blue,S,154,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Drugs,2021-01-01 11:58:43,2021-06-08 06:27:46
1093,Tolterodine Tartrate,Jaxworks,218.41,Turquoise,XL,261,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Drugs,2020-12-28 08:47:14,2021-05-12 03:44:55
1094,Potassium Cation,Trilith,14.66,Goldenrod,2XL,83,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Drugs,2021-01-20 21:29:50,2021-04-05 11:01:14
1095,OCTINOXATE and TITANIUM DIOXIDE,Skaboo,279.2,Yellow,XS,299,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Drugs,2021-02-15 23:33:03,2021-08-04 12:42:01
1096,selegiline hydrochloride,Zoomdog,89.55,Mauv,XL,132,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",Drugs,2020-12-31 20:23:57,2021-04-05 05:39:57
1097,Antiseptic handwash,Quatz,122.5,Red,2XL,137,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",Drugs,2020-11-11 09:16:39,2021-07-18 22:16:09
1098,Cyclosporine,Meezzy,93.51,Goldenrod,S,262,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Drugs,2020-11-09 09:01:08,2021-08-16 21:05:46
1099,Methylene Blue,Tagpad,235.81,Green,M,191,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,Drugs,2020-11-27 21:29:37,2021-05-27 14:01:17
1100,Dextroamphetamine Sulfate,Yodoo,159.73,Teal,XL,272,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",Drugs,2020-11-21 17:16:36,2021-03-17 04:11:10
1101,Fentanyl,Skidoo,129.4,Yellow,2XL,228,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",Drugs,2021-02-23 22:08:51,2021-06-18 09:42:54
1102,MENTHOL,Oyonder,186.21,Aquamarine,XL,275,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",Drugs,2021-01-18 20:13:47,2021-03-15 13:09:40
1103,Ibuprofen,Devshare,12.01,Indigo,L,245,In congue. Etiam justo. Etiam pretium iaculis justo.,Drugs,2021-01-16 15:24:51,2021-06-12 14:52:49
1104,trifluoperazine hydrochloride,Meembee,65.8,Red,M,246,Fusce consequat. Nulla nisl. Nunc nisl.,Drugs,2020-11-11 21:54:58,2021-11-05 00:42:29
1105,OCTINOXATE,Zoombeat,26.25,Khaki,L,300,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",Drugs,2020-12-27 21:05:05,2021-04-29 19:05:21
1106,Aspergillus flavus,Edgeify,15.37,Green,2XL,98,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,Drugs,2020-12-13 07:05:04,2021-04-15 01:08:09
1107,Ziprasidone hydrochloride,Topdrive,132.38,Teal,2XL,149,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Drugs,2021-01-07 15:55:16,2021-05-03 05:14:31
1108,"Piperonyl Butoxide, Pyrethrum Extract Shampoo",Gabspot,191.43,Violet,L,207,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",Drugs,2020-12-08 21:52:25,2021-09-13 06:32:47
1109,Ceftriaxone Sodium,Feedmix,273.72,Crimson,3XL,235,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",Drugs,2020-12-18 07:43:39,2021-07-28 00:11:00
1110,fenofibrate,Mydeo,217.7,Maroon,2XL,224,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",Drugs,2020-11-12 19:03:14,2021-05-20 18:41:37
1111,Clonidine,Skinte,58.1,Fuscia,3XL,127,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Drugs,2021-02-06 15:31:12,2021-10-01 00:57:48
