prescriptionID,productID,quantity,unit,description,createdAt
1925,1317,4,bottle,Tursiops truncatus,2020-12-25 20:05:02
1307,1053,8,bottle,Ovis dalli stonei,2021-04-17 08:19:47
1100,1172,14,count,Spheniscus magellanicus,2021-01-23 06:52:49
1816,1296,2,package,Coluber constrictor,2021-03-08 06:52:18
1518,1291,10,gram,Otaria flavescens,2020-11-23 10:21:40
1507,1033,10,gram,Connochaetus taurinus,2021-07-04 00:00:53
1103,1243,20,mg,Tamiasciurus hudsonicus,2021-03-08 18:54:59
1699,1161,14,mil,Ovis dalli stonei,2021-05-20 22:21:38
1863,1185,9,mg,Cebus apella,2021-05-05 13:06:31
1404,1458,8,pill,Tamandua tetradactyla,2021-02-04 07:55:21
1132,1217,20,pill,Gyps bengalensis,2021-10-23 23:48:13
1498,1053,1,count,Zalophus californicus,2020-12-30 16:24:19
1222,1214,2,count,Canis latrans,2021-01-31 17:18:07
1179,1175,7,mg,Haematopus ater,2021-09-06 21:19:53
1950,1224,11,gram,Acrobates pygmaeus,2021-03-07 07:26:47
1463,1219,11,count,Varanus komodensis,2021-04-17 05:11:22
1492,1494,19,mg,Junonia genoveua,2021-09-29 15:37:37
1538,1440,8,mg,Anas bahamensis,2021-05-01 03:11:50
1438,1083,16,bottle,Lamprotornis nitens,2021-02-26 08:36:51
1457,1340,1,bottle,Anthropoides paradisea,2021-01-28 10:02:42
1305,1075,7,count,Colaptes campestroides,2021-02-28 22:45:12
1961,1320,8,mg,Agkistrodon piscivorus,2021-06-19 04:26:02
1750,1492,6,gram,Ovis musimon,2021-03-18 08:25:13
1694,1232,1,mg,Butorides striatus,2021-03-20 23:43:55
1082,1462,9,package,Macropus rufus,2021-06-19 20:50:38
1388,1073,6,package,Galictis vittata,2021-03-28 11:54:52
2000,1319,2,pill,Microcavia australis,2021-05-15 16:59:16
1216,1286,16,mil,Paradoxurus hermaphroditus,2021-06-30 16:30:38
1268,1200,12,package,Psophia viridis,2021-05-22 01:53:04
1799,1152,15,bottle,Panthera pardus,2021-07-22 07:40:19
1100,1378,9,bottle,Gazella granti,2021-04-17 13:40:50
1780,1058,19,pill,Lepilemur rufescens,2021-06-04 08:29:50
1620,1331,4,gram,Oryx gazella callotis,2021-09-24 13:37:45
1363,1313,14,package,Cebus apella,2020-12-24 16:10:10
1184,1238,18,count,Panthera pardus,2021-10-31 20:14:03
1522,1108,9,gram,Felis libyca,2020-12-26 21:01:17
1047,1252,3,mg,unavailable,2021-05-02 15:40:46
1359,1342,9,package,Ephippiorhynchus mycteria,2021-05-04 22:45:14
1277,1381,17,count,Chordeiles minor,2021-10-03 09:44:07
1939,1399,8,count,Anastomus oscitans,2021-04-30 21:41:52
1443,1009,18,pill,Neotoma sp.,2021-04-08 03:20:38
1713,1112,16,count,Smithopsis crassicaudata,2021-03-21 09:48:28
1892,1187,10,mg,Dendrocitta vagabunda,2021-09-18 17:14:34
1891,1267,4,mg,Macropus fuliginosus,2021-04-10 21:48:55
1667,1349,19,mg,Gazella thompsonii,2021-08-17 19:32:59
1208,1072,14,mil,Pelecans onocratalus,2021-02-11 15:47:58
1287,1143,20,mg,Zalophus californicus,2020-11-24 04:48:57
1484,1012,5,bottle,Cercatetus concinnus,2020-11-18 01:53:32
1997,1257,17,mil,Crotalus adamanteus,2020-11-25 08:34:38
1098,1035,18,pill,Coendou prehensilis,2020-12-16 21:37:29
1157,1495,13,package,Tayassu pecari,2021-02-27 23:50:25
1732,1093,5,pill,Cereopsis novaehollandiae,2021-08-13 06:39:40
1517,1423,13,count,Ardea cinerea,2021-04-28 19:05:17
1638,1233,12,mil,Lorythaixoides concolor,2021-04-16 14:48:39
1513,1481,3,mg,Meles meles,2021-08-02 06:18:51
1548,1410,8,pill,Macropus robustus,2021-02-20 17:00:44
1824,1079,7,package,Merops nubicus,2021-05-01 13:34:45
1904,1338,18,gram,Galictis vittata,2021-02-21 16:33:11
1062,1362,4,pill,Nannopterum harrisi,2021-06-08 00:48:39
1391,1133,7,mg,Ardea cinerea,2021-10-26 09:15:01
1661,1234,3,pill,Macropus rufogriseus,2021-10-23 02:13:34
1653,1435,12,mil,Sauromalus obesus,2020-11-22 07:02:52
1125,1227,8,package,Cynictis penicillata,2021-08-19 14:49:26
1589,1266,12,gram,Sula dactylatra,2021-03-18 01:10:16
1130,1083,11,mg,Choloepus hoffmani,2021-01-04 15:36:03
1747,1137,8,count,Sarcorhamphus papa,2021-01-24 21:31:36
1296,1448,7,pill,Lamprotornis nitens,2021-06-05 00:40:05
1992,1410,20,package,Uraeginthus granatina,2020-12-24 13:12:53
1584,1316,7,bottle,Cebus apella,2021-03-20 19:45:51
1723,1334,13,mil,Dolichitus patagonum,2020-11-29 11:20:28
1631,1292,17,gram,Pterocles gutturalis,2020-12-05 18:04:09
1432,1182,17,mil,Butorides striatus,2021-02-14 05:43:25
1785,1391,20,mil,Rhabdomys pumilio,2020-12-01 12:16:40
1713,1284,4,mg,Pavo cristatus,2021-05-26 04:32:36
1846,1229,9,mg,Psophia viridis,2021-05-20 15:39:50
1772,1493,18,bottle,Thylogale stigmatica,2021-10-15 16:13:27
1215,1303,2,count,Cebus apella,2021-10-04 14:43:42
1091,1055,17,bottle,Ephippiorhynchus mycteria,2021-08-19 01:40:50
1815,1312,20,bottle,Hyaena hyaena,2021-05-07 19:24:04
1219,1024,3,package,Corvus albus,2021-04-08 11:04:46
1765,1345,17,count,Choloepus hoffmani,2021-07-14 00:18:16
1368,1407,14,mg,Corvus albicollis,2021-04-20 15:18:26
1010,1300,19,count,Coracias caudata,2020-11-23 11:05:36
1145,1411,5,bottle,Chauna torquata,2020-12-22 02:48:10
1769,1274,19,mg,Philetairus socius,2021-04-13 03:00:06
1522,1003,10,mg,Petaurus norfolcensis,2020-11-17 02:14:39
1691,1010,13,mil,Loris tardigratus,2021-08-31 18:44:53
1596,1088,9,gram,Sula nebouxii,2021-08-16 02:33:30
1739,1071,12,package,Macropus parryi,2021-05-23 16:57:21
1735,1216,12,pill,Odocoilenaus virginianus,2021-04-04 06:07:58
1429,1348,7,count,Macropus giganteus,2021-07-15 19:11:56
1540,1350,6,mil,Dasyurus maculatus,2021-10-09 21:41:15
1449,1182,4,pill,Lamprotornis superbus,2021-06-09 08:19:21
1827,1148,6,pill,Aonyx cinerea,2021-04-15 09:04:59
1481,1256,18,mil,Laniaurius atrococcineus,2021-09-16 20:03:45
1858,1300,5,package,Hippotragus equinus,2021-10-05 03:16:28
1772,1219,4,pill,Turtur chalcospilos,2020-12-19 06:03:33
1292,1249,20,count,Bubalus arnee,2020-11-10 22:00:51
1255,1452,19,count,unavailable,2021-01-11 05:24:54
1619,1168,8,mil,Ceratotherium simum,2021-04-10 18:45:47
1562,1276,12,pill,Lutra canadensis,2021-07-20 17:54:48
1876,1165,8,package,Mustela nigripes,2021-10-02 04:52:42
1124,1329,20,mg,unavailable,2021-07-19 13:49:48
1361,1120,18,package,Galictis vittata,2021-08-16 14:21:26
1773,1194,12,mg,Ephipplorhynchus senegalensis,2020-12-23 02:18:24
1282,1013,5,gram,Hyaena brunnea,2021-07-10 22:21:19
1604,1184,1,gram,Canis lupus baileyi,2021-05-04 14:58:10
1370,1018,10,gram,Stercorarius longicausus,2021-07-18 11:01:44
1173,1121,14,package,Vulpes chama,2021-06-09 00:20:07
1418,1072,12,package,Tamiasciurus hudsonicus,2020-12-08 18:51:32
1453,1219,8,package,Lepus arcticus,2021-07-09 17:31:39
1730,1358,1,mil,Felis silvestris lybica,2020-11-10 02:39:11
1415,1184,18,count,Trichechus inunguis,2021-06-03 06:57:34
1749,1332,1,pill,Gymnorhina tibicen,2021-06-14 19:22:00
1569,1021,6,package,Erinaceus frontalis,2021-06-12 21:25:35
1243,1096,3,mg,Epicrates cenchria maurus,2021-05-19 14:57:26
2000,1265,10,gram,Sylvicapra grimma,2020-12-24 07:14:04
1273,1082,8,package,Carphophis sp.,2020-11-14 02:41:48
1807,1393,12,count,Agama sp.,2021-01-05 19:39:13
1846,1393,10,bottle,Helogale undulata,2020-12-31 17:54:57
1025,1384,4,bottle,Corythornis cristata,2020-12-08 08:01:14
1468,1356,17,mil,Ardea golieth,2021-05-23 18:22:09
1025,1247,19,mil,Crotaphytus collaris,2021-08-20 20:20:51
1858,1006,2,mg,Sciurus vulgaris,2021-04-22 06:28:49
1076,1300,13,mil,Genetta genetta,2021-03-01 20:00:59
1528,1124,20,pill,Vanessa indica,2020-12-10 22:39:24
1652,1033,4,mg,Snycerus caffer,2020-12-24 09:53:37
1530,1233,8,count,Carduelis pinus,2021-03-17 21:45:05
1351,1315,6,package,Phoenicopterus ruber,2021-10-31 03:49:01
1779,1062,17,mg,Felis chaus,2021-02-27 14:13:19
1703,1303,18,package,Phoenicopterus chilensis,2021-09-13 08:50:01
1264,1182,5,package,Acrantophis madagascariensis,2021-08-11 19:09:55
1643,1478,8,mil,unavailable,2020-12-07 04:43:33
1147,1399,14,bottle,Tadorna tadorna,2021-03-02 07:49:50
1406,1491,6,count,Anthropoides paradisea,2021-06-03 22:53:05
1584,1116,4,gram,Ursus americanus,2021-01-30 22:50:31
1024,1035,20,package,Sagittarius serpentarius,2020-12-20 03:45:30
1797,1126,7,gram,Tauraco porphyrelophus,2021-09-11 22:03:19
1609,1435,16,pill,Ciconia ciconia,2021-11-05 00:11:52
1056,1105,5,package,Lepilemur rufescens,2020-11-20 03:08:32
1283,1470,18,mil,Varanus albigularis,2020-12-04 11:10:27
1181,1420,20,gram,Lemur fulvus,2021-05-02 02:51:52
1208,1413,6,count,Eudyptula minor,2021-10-11 12:15:17
1757,1024,4,mil,Papilio canadensis,2021-10-30 17:41:26
1078,1054,4,bottle,Vanellus chilensis,2021-03-06 08:04:53
1257,1091,17,mil,Hystrix cristata,2021-08-25 18:18:45
1126,1039,3,count,Macaca nemestrina,2021-07-15 22:55:20
1161,1448,8,mil,Coendou prehensilis,2021-10-27 21:40:39
1764,1445,16,bottle,Ardea cinerea,2021-06-05 23:55:51
1139,1228,9,mil,Tadorna tadorna,2020-12-26 20:28:22
1500,1011,7,pill,Ursus maritimus,2021-10-21 23:25:32
1274,1084,12,gram,Seiurus aurocapillus,2021-02-10 01:54:24
1388,1411,7,bottle,Mazama gouazoubira,2021-06-19 19:44:03
1277,1069,11,package,Lamprotornis chalybaeus,2021-01-19 19:20:40
1479,1141,7,pill,Sarkidornis melanotos,2021-01-04 22:39:32
1175,1496,9,count,Ephippiorhynchus mycteria,2021-06-03 19:20:34
1526,1219,9,pill,Hymenolaimus malacorhynchus,2021-02-18 22:56:17
1156,1122,18,mil,Macropus robustus,2021-02-27 09:00:35
1502,1464,7,pill,Phalacrocorax albiventer,2021-01-26 02:03:02
1806,1028,17,gram,Cacatua tenuirostris,2021-05-14 14:01:59
1605,1352,10,pill,Microcebus murinus,2021-02-23 05:35:33
1871,1105,6,pill,Genetta genetta,2021-01-25 05:54:16
1378,1087,3,mil,Mycteria leucocephala,2021-01-05 11:46:02
1763,1217,12,package,Meleagris gallopavo,2021-04-21 19:34:00
1421,1082,13,mg,Platalea leucordia,2021-03-14 04:57:36
1114,1090,20,mg,Ictonyx striatus,2021-01-08 14:30:43
1676,1072,10,bottle,unavailable,2021-05-21 23:52:30
1552,1148,7,package,Suricata suricatta,2021-07-05 04:39:45
1843,1400,8,bottle,Mellivora capensis,2021-07-16 07:26:08
1409,1295,3,bottle,Carduelis uropygialis,2021-06-22 05:48:07
1294,1051,10,gram,Colobus guerza,2021-07-13 19:31:15
1345,1303,9,mg,Colobus guerza,2021-06-03 23:18:55
1885,1485,17,mg,Graspus graspus,2021-05-01 02:06:43
1703,1326,13,bottle,Dendrocitta vagabunda,2021-06-24 12:04:15
1259,1361,10,count,Pytilia melba,2021-02-05 13:10:15
1662,1223,11,mg,Canis aureus,2021-11-06 20:40:01
1822,1394,12,mg,Platalea leucordia,2021-10-15 19:09:03
1883,1218,1,gram,Ardea cinerea,2021-08-04 01:27:41
1592,1147,9,bottle,Acridotheres tristis,2021-07-02 10:49:28
1477,1155,18,gram,Larus novaehollandiae,2021-07-30 15:36:56
1681,1414,3,mg,Ursus americanus,2021-03-19 12:44:19
1014,1419,12,gram,Tachyglossus aculeatus,2021-07-13 06:29:43
1818,1066,14,count,Canis lupus baileyi,2021-08-16 19:07:05
1570,1467,11,mil,Melophus lathami,2021-04-26 00:19:32
1923,1168,20,package,Equus burchelli,2020-11-27 11:37:29
1698,1155,19,mil,Centrocercus urophasianus,2021-08-19 00:43:30
1244,1294,7,mg,Dolichitus patagonum,2021-03-17 00:01:31
1755,1413,8,mg,Ciconia episcopus,2020-11-10 23:13:32
1969,1110,20,mil,Limnocorax flavirostra,2020-11-30 15:29:52
1295,1113,15,count,Camelus dromedarius,2021-07-25 08:38:52
1176,1012,12,mil,Pycnonotus nigricans,2021-10-06 05:33:46
1916,1453,16,bottle,Coluber constrictor foxii,2021-05-24 12:03:14
1907,1226,4,pill,Canis lupus lycaon,2020-11-10 13:32:59
1058,1305,19,package,Lycosa godeffroyi,2021-07-24 09:12:18
1329,1298,16,mg,Taxidea taxus,2021-09-22 12:42:07
1136,1489,4,bottle,Rhabdomys pumilio,2021-09-04 11:30:50
1701,1273,9,mil,Larus dominicanus,2021-04-12 04:25:13
1270,1377,20,count,Odocoilenaus virginianus,2021-01-01 17:58:34
1877,1279,17,mil,Pteronura brasiliensis,2021-10-22 04:43:10
1031,1293,1,mil,Bubalus arnee,2021-10-07 23:32:51
1805,1482,3,bottle,Mabuya spilogaster,2021-03-05 18:11:18
1120,1465,19,pill,Phaethon aethereus,2021-09-22 06:28:52
1993,1114,8,count,Paradoxurus hermaphroditus,2021-07-28 20:53:02
1514,1264,15,mil,Hystrix indica,2021-04-15 03:15:33
1532,1094,4,mg,Spheniscus mendiculus,2021-07-20 15:46:06
1639,1224,7,pill,Orcinus orca,2020-11-28 13:31:43
1931,1137,8,mil,Sagittarius serpentarius,2020-12-06 16:37:08
1542,1340,3,pill,Lamprotornis nitens,2021-06-01 19:43:54
1718,1434,3,bottle,Naja nivea,2021-03-30 12:27:13
1175,1091,12,pill,Bubalus arnee,2021-05-23 14:08:08
1775,1207,7,pill,Phalacrocorax niger,2021-05-05 22:30:13
1236,1312,17,mg,Smithopsis crassicaudata,2021-06-06 18:17:29
1137,1249,13,mil,Macropus giganteus,2020-11-29 15:13:19
1683,1040,12,package,Macropus robustus,2020-11-29 18:10:01
1803,1420,13,pill,Pseudoleistes virescens,2021-11-02 15:35:31
1509,1419,6,mil,Thamnolaea cinnmomeiventris,2020-12-07 19:07:46
1200,1480,12,package,Uraeginthus angolensis,2021-08-20 15:54:05
1361,1112,9,gram,Dusicyon thous,2020-11-13 19:46:41
1883,1024,16,mil,Canis aureus,2021-03-03 19:18:05
1652,1343,16,package,Bubo virginianus,2021-04-04 18:53:52
1928,1011,20,count,Buteo jamaicensis,2021-06-08 09:54:29
1156,1269,7,package,Axis axis,2021-07-01 03:51:36
1296,1236,11,bottle,Dicrostonyx groenlandicus,2021-06-01 08:23:02
1141,1498,3,bottle,Globicephala melas,2021-09-20 04:48:51
1449,1401,5,mg,Ciconia ciconia,2021-07-13 18:21:02
1279,1110,14,package,Canis lupus,2021-10-13 07:07:08
1347,1224,10,bottle,Neophoca cinerea,2021-10-21 03:36:48
1245,1459,8,gram,Phalaropus lobatus,2021-02-21 10:49:38
1964,1026,2,count,Dendrocitta vagabunda,2020-12-13 13:49:47
1034,1231,10,mil,Leptoptilus dubius,2021-01-27 01:40:44
1350,1358,12,count,Canis lupus baileyi,2020-12-21 14:16:02
1053,1445,2,gram,Melanerpes erythrocephalus,2021-01-18 20:24:27
1941,1137,10,count,Felis concolor,2021-01-30 21:26:28
1639,1233,3,bottle,Ovibos moschatus,2021-01-17 23:38:59
1870,1207,2,package,Podargus strigoides,2021-02-21 06:09:57
1550,1486,10,count,Paradoxurus hermaphroditus,2021-03-21 10:33:46
1459,1374,3,pill,Canis mesomelas,2021-09-01 14:16:26
1859,1463,3,bottle,Phalaropus lobatus,2021-01-20 22:20:11
1719,1134,16,gram,Cygnus buccinator,2021-05-09 03:05:25
1803,1359,20,mil,Columba livia,2021-02-24 01:56:47
1007,1014,4,gram,Lama guanicoe,2021-02-23 08:29:10
1814,1105,4,pill,Hyaena hyaena,2021-01-17 05:48:20
1002,1170,13,mil,Genetta genetta,2021-08-21 00:20:20
1874,1200,3,pill,Bison bison,2021-04-07 04:35:39
1967,1499,20,package,Kobus leche robertsi,2020-12-04 10:13:43
1932,1215,19,gram,Cervus duvauceli,2021-01-13 11:53:47
1438,1008,11,pill,Kobus leche robertsi,2021-06-06 02:21:02
1073,1469,20,gram,Sus scrofa,2021-08-01 11:12:58
1576,1248,18,bottle,Dasyurus maculatus,2021-06-13 23:23:48
1697,1249,4,count,unavailable,2021-04-25 05:38:21
1201,1046,7,bottle,Snycerus caffer,2021-09-13 06:37:02
1331,1286,19,pill,Cebus nigrivittatus,2021-03-12 12:37:15
1502,1015,4,gram,Mungos mungo,2021-10-29 08:38:40
1620,1236,1,gram,Otocyon megalotis,2021-08-27 14:40:15
1829,1111,6,bottle,Thylogale stigmatica,2021-09-21 14:14:59
1001,1116,8,package,Zosterops pallidus,2020-12-25 23:39:13
1272,1359,6,gram,Psittacula krameri,2021-06-16 05:57:09
1741,1227,13,gram,Eolophus roseicapillus,2021-07-05 06:08:18
1642,1137,18,mg,Didelphis virginiana,2021-10-27 03:28:27
1045,1208,6,package,Trichosurus vulpecula,2021-09-28 22:10:44
1010,1155,16,gram,Acrantophis madagascariensis,2021-07-11 03:01:00
1339,1146,15,package,Gabianus pacificus,2020-12-23 11:42:13
1587,1099,4,package,Plocepasser mahali,2020-11-26 05:50:14
1832,1400,17,bottle,Phasianus colchicus,2021-01-07 22:08:40
1462,1140,6,gram,Thylogale stigmatica,2021-05-19 19:53:37
1827,1467,12,count,Vulpes cinereoargenteus,2021-02-12 02:10:10
1820,1184,7,mg,Acrantophis madagascariensis,2021-07-15 09:57:52
1284,1488,20,mil,Meleagris gallopavo,2021-02-03 13:09:41
1296,1497,11,count,Snycerus caffer,2021-06-11 18:12:49
1497,1477,12,bottle,Mabuya spilogaster,2021-03-21 13:44:03
1254,1002,9,package,Ara macao,2021-02-27 14:04:48
1551,1236,19,mil,Graspus graspus,2021-10-10 14:40:29
1424,1399,7,mg,Leprocaulinus vipera,2021-10-12 06:36:58
1521,1096,6,count,Chionis alba,2021-02-10 23:41:43
1591,1042,5,package,Platalea leucordia,2021-05-22 04:51:06
1123,1371,17,mil,Phascogale calura,2021-03-13 06:41:57
1807,1149,17,package,Elephas maximus bengalensis,2021-03-31 11:55:27
1859,1259,20,mg,Felis rufus,2020-11-24 14:23:08
1296,1406,4,package,Ursus americanus,2021-03-18 19:44:36
1583,1454,9,pill,Boselaphus tragocamelus,2021-05-06 12:25:44
1401,1101,18,gram,Oreamnos americanus,2021-04-14 00:04:35
1931,1459,19,package,Geococcyx californianus,2021-03-16 06:59:50
1690,1291,10,mil,Arctogalidia trivirgata,2021-08-27 05:29:24
1509,1366,5,pill,Microcebus murinus,2020-11-17 18:45:41
1457,1487,8,bottle,Recurvirostra avosetta,2021-08-04 18:57:17
1068,1256,4,mg,Uraeginthus granatina,2021-03-06 00:27:01
1332,1265,12,mil,Eubalaena australis,2021-01-07 21:05:17
1122,1396,6,count,Cynictis penicillata,2021-10-01 14:03:44
1311,1267,8,mg,Grus antigone,2021-10-17 10:08:30
1086,1278,20,pill,Lamprotornis nitens,2021-09-03 09:48:10
1796,1394,8,count,Centrocercus urophasianus,2021-11-03 00:42:56
1431,1020,8,count,Canis mesomelas,2021-01-25 09:59:16
1636,1321,3,mg,Spermophilus lateralis,2020-12-25 01:02:19
1650,1232,15,package,Ardea cinerea,2021-04-18 10:46:26
1671,1431,4,gram,Tyto novaehollandiae,2021-01-22 05:00:42
1626,1238,19,package,Rana sp.,2021-01-21 16:02:23
1481,1091,3,package,Speothos vanaticus,2021-08-07 00:25:25
1389,1168,20,count,Epicrates cenchria maurus,2021-09-09 07:38:05
1496,1228,19,mg,Tursiops truncatus,2021-04-13 16:21:53
1255,1045,5,pill,Crocodylus niloticus,2021-09-29 03:12:02
1085,1268,4,pill,Bassariscus astutus,2020-12-04 08:09:02
1030,1121,10,gram,Coendou prehensilis,2021-04-11 20:38:56
1911,1492,14,mil,Dolichitus patagonum,2021-04-10 23:53:15
1737,1049,4,bottle,Phoca vitulina,2021-11-02 08:55:33
1551,1303,4,pill,Phalaropus lobatus,2021-01-31 15:55:24
1494,1442,19,package,Pseudoleistes virescens,2021-05-05 09:30:44
1627,1463,3,gram,Corvus brachyrhynchos,2021-03-24 09:46:32
1337,1121,7,pill,Cordylus giganteus,2021-05-01 04:03:13
1878,1205,5,count,Pelecans onocratalus,2021-07-24 02:12:42
1984,1040,15,bottle,Macropus rufogriseus,2021-01-07 21:26:56
1094,1163,12,mg,Nycticorax nycticorax,2021-04-14 02:50:05
1842,1248,6,mg,Picoides pubescens,2021-07-25 11:07:02
1776,1048,4,mg,Naja sp.,2021-08-15 02:27:50
1095,1016,15,mg,Physignathus cocincinus,2021-01-21 21:08:21
